0,Age,Embarked_Q,Embarked_S,Fare,Parch,Pclass,Sex_male,SibSp
,63.0,0.0,1.0,9.5875,0.0,3.0,0.0,0.0
,65.0,1.0,0.0,7.75,0.0,3.0,1.0,0.0
,28.0,0.0,1.0,33.0,1.0,2.0,1.0,0.0
,29.0,0.0,1.0,211.3375,0.0,1.0,0.0,0.0
,49.0,0.0,0.0,56.9292,0.0,1.0,1.0,1.0
,14.0,0.0,1.0,120.0,2.0,1.0,0.0,1.0
,20.0,0.0,1.0,7.8542,0.0,3.0,1.0,0.0
,25.0,0.0,1.0,7.05,0.0,3.0,1.0,0.0
,38.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
,27.0,0.0,1.0,6.975,0.0,3.0,1.0,0.0
,41.0,0.0,1.0,7.125,0.0,3.0,1.0,0.0
,18.0,0.0,0.0,14.4542,1.0,3.0,0.0,0.0
,14.5,0.0,0.0,14.4542,0.0,3.0,0.0,1.0
,0.92,0.0,1.0,151.55,2.0,1.0,1.0,1.0
,34.0,0.0,1.0,6.4958,0.0,3.0,1.0,0.0
,20.0,0.0,1.0,7.925,0.0,3.0,1.0,1.0
,18.0,0.0,1.0,17.8,0.0,3.0,0.0,1.0
,60.0,0.0,1.0,39.0,1.0,2.0,1.0,1.0
,30.0,0.0,1.0,13.0,0.0,2.0,1.0,0.0
,36.0,0.0,1.0,120.0,2.0,1.0,0.0,1.0
,33.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0
,16.0,0.0,1.0,10.5,0.0,2.0,1.0,0.0
,32.5,0.0,0.0,30.0708,0.0,2.0,1.0,1.0
,24.0,0.0,0.0,49.5042,0.0,1.0,0.0,0.0
,50.0,0.0,0.0,247.5208,1.0,1.0,0.0,0.0
,50.0,0.0,1.0,13.0,0.0,2.0,1.0,0.0
,54.0,0.0,1.0,26.0,0.0,2.0,1.0,0.0
,42.0,0.0,1.0,7.65,0.0,3.0,1.0,0.0
,25.0,0.0,1.0,7.05,0.0,3.0,1.0,0.0
,30.0,0.0,1.0,86.5,0.0,1.0,0.0,0.0
,71.0,0.0,0.0,49.5042,0.0,1.0,1.0,0.0
,17.0,0.0,1.0,8.6625,0.0,3.0,1.0,0.0
,0.67,0.0,1.0,14.5,1.0,2.0,1.0,1.0
,25.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0
,35.0,0.0,1.0,8.05,0.0,3.0,1.0,0.0
,30.0,0.0,0.0,7.2292,0.0,3.0,1.0,0.0
,31.0,0.0,1.0,57.0,0.0,1.0,1.0,1.0
,12.0,0.0,0.0,11.2417,0.0,3.0,1.0,1.0
,34.0,0.0,1.0,13.0,0.0,2.0,1.0,0.0
,36.0,0.0,1.0,26.2875,0.0,1.0,1.0,0.0
,32.0,0.0,1.0,7.925,0.0,3.0,1.0,0.0
,4.0,0.0,1.0,27.9,2.0,3.0,1.0,3.0
,27.0,0.0,1.0,21.0,0.0,2.0,0.0,1.0
,54.0,0.0,1.0,26.0,0.0,2.0,1.0,1.0
,28.0,0.0,1.0,56.4958,0.0,3.0,1.0,0.0
,42.0,0.0,1.0,52.0,0.0,1.0,1.0,1.0
,18.0,0.0,1.0,7.4958,0.0,3.0,0.0,0.0
,22.0,0.0,1.0,7.8958,0.0,3.0,1.0,0.0
,42.0,0.0,1.0,52.5542,0.0,1.0,1.0,1.0
,34.0,0.0,1.0,21.0,0.0,2.0,1.0,1.0
,29.0,0.0,0.0,27.7208,0.0,2.0,1.0,1.0
,39.0,0.0,1.0,7.925,0.0,3.0,1.0,0.0
,55.0,0.0,1.0,30.5,0.0,1.0,1.0,0.0
,16.0,0.0,1.0,20.25,1.0,3.0,1.0,1.0
,51.0,0.0,1.0,7.0542,0.0,3.0,1.0,0.0
,21.0,0.0,1.0,7.925,0.0,3.0,1.0,0.0
,28.0,0.0,1.0,47.1,0.0,1.0,1.0,0.0
,49.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0
,40.0,0.0,1.0,15.75,0.0,2.0,0.0,0.0
,31.0,0.0,1.0,50.4958,0.0,1.0,1.0,0.0
,50.0,0.0,1.0,133.65,0.0,1.0,1.0,2.0
,33.0,0.0,1.0,15.85,0.0,3.0,0.0,3.0
,55.0,0.0,1.0,16.0,0.0,2.0,0.0,0.0
,42.0,0.0,1.0,8.4042,1.0,3.0,1.0,0.0
,65.0,0.0,0.0,61.9792,1.0,1.0,1.0,0.0
,21.0,0.0,1.0,16.1,0.0,3.0,1.0,0.0
,29.0,0.0,1.0,7.0458,0.0,3.0,1.0,1.0
,5.0,0.0,1.0,31.3875,2.0,3.0,0.0,4.0
,35.0,0.0,1.0,135.6333,0.0,1.0,0.0,0.0
,32.0,0.0,1.0,10.5,0.0,2.0,1.0,0.0
,29.0,0.0,1.0,7.875,0.0,3.0,1.0,0.0
,18.0,0.0,1.0,6.4958,0.0,3.0,1.0,1.0
,26.0,0.0,1.0,7.8542,0.0,3.0,0.0,0.0
,36.0,0.0,0.0,40.125,0.0,1.0,1.0,0.0
,34.0,0.0,1.0,13.0,0.0,2.0,0.0,0.0
,19.0,0.0,1.0,30.0,0.0,1.0,0.0,0.0
,41.0,0.0,0.0,134.5,0.0,1.0,0.0,0.0
,29.0,0.0,1.0,10.4625,1.0,3.0,0.0,1.0
,18.0,0.0,1.0,8.05,0.0,3.0,1.0,0.0
,35.0,0.0,1.0,26.2875,0.0,1.0,1.0,0.0
,18.0,0.0,0.0,108.9,0.0,1.0,1.0,1.0
,36.0,0.0,1.0,15.55,0.0,3.0,1.0,1.0
,25.0,0.0,1.0,13.0,0.0,2.0,1.0,0.0
,29.0,0.0,1.0,9.4833,0.0,3.0,1.0,0.0
,9.0,0.0,1.0,15.9,1.0,3.0,1.0,1.0
,38.0,0.0,0.0,71.2833,0.0,1.0,0.0,1.0
,18.0,0.0,1.0,8.3,0.0,3.0,1.0,0.0
,42.0,0.0,1.0,26.2875,0.0,1.0,1.0,0.0
,37.0,0.0,1.0,7.925,0.0,3.0,1.0,2.0
,29.0,0.0,0.0,15.2458,2.0,3.0,0.0,0.0
,19.0,1.0,0.0,7.8792,0.0,3.0,0.0,0.0
,0.75,0.0,0.0,19.2583,1.0,3.0,0.0,2.0
,36.0,0.0,1.0,71.0,2.0,1.0,0.0,0.0
,19.0,0.0,1.0,14.5,0.0,3.0,1.0,0.0
,50.0,0.0,1.0,10.5,0.0,2.0,0.0,0.0
,29.0,0.0,1.0,21.0,0.0,2.0,1.0,1.0
,18.0,0.0,1.0,20.2125,1.0,3.0,1.0,1.0
,48.0,0.0,1.0,52.0,0.0,1.0,1.0,1.0
,17.0,0.0,1.0,7.125,0.0,3.0,1.0,0.0
,19.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0
,14.0,0.0,1.0,7.8542,0.0,3.0,0.0,0.0
,24.0,0.0,1.0,16.7,2.0,3.0,0.0,0.0
,48.0,0.0,1.0,65.0,2.0,2.0,0.0,1.0
,58.0,0.0,0.0,29.7,0.0,1.0,1.0,0.0
,24.0,0.0,1.0,263.0,2.0,1.0,0.0,3.0
,40.0,0.0,0.0,31.0,0.0,1.0,1.0,0.0
,28.0,0.0,1.0,10.5,0.0,2.0,1.0,0.0
,26.0,0.0,1.0,7.8875,0.0,3.0,1.0,0.0
,34.0,0.0,1.0,14.4,1.0,3.0,1.0,1.0
,47.0,0.0,1.0,52.5542,1.0,1.0,0.0,1.0
,41.0,0.0,1.0,39.6875,5.0,3.0,0.0,0.0
,17.0,0.0,0.0,108.9,0.0,1.0,0.0,1.0
,52.0,0.0,1.0,13.0,0.0,2.0,1.0,0.0
,22.0,0.0,1.0,151.55,0.0,1.0,0.0,0.0
,44.0,0.0,1.0,26.0,0.0,2.0,1.0,1.0
,35.0,0.0,0.0,26.55,0.0,1.0,1.0,0.0
,19.0,0.0,1.0,7.8958,0.0,3.0,1.0,0.0
,0.83,0.0,1.0,29.0,2.0,2.0,1.0,0.0
,44.0,0.0,1.0,8.05,0.0,3.0,1.0,0.0
,45.0,0.0,1.0,13.5,0.0,2.0,0.0,0.0
,24.0,0.0,1.0,26.0,0.0,2.0,0.0,1.0
,8.0,0.0,1.0,21.075,1.0,3.0,0.0,3.0
,28.0,0.0,1.0,7.925,0.0,3.0,1.0,2.0
,39.0,0.0,0.0,110.8833,1.0,1.0,0.0,1.0
,45.5,0.0,0.0,7.225,0.0,3.0,1.0,0.0
,36.0,0.0,1.0,13.0,0.0,2.0,1.0,0.0
,19.0,0.0,1.0,10.5,0.0,2.0,1.0,0.0
,25.0,0.0,0.0,91.0792,0.0,1.0,1.0,1.0
,30.0,0.0,1.0,93.5,0.0,1.0,0.0,0.0
,21.0,0.0,1.0,7.8542,0.0,3.0,1.0,0.0
,28.0,0.0,1.0,26.55,0.0,1.0,1.0,0.0
,1.0,0.0,1.0,46.9,2.0,3.0,1.0,5.0
,15.0,0.0,0.0,14.4542,0.0,3.0,0.0,1.0
,17.0,0.0,1.0,8.6625,0.0,3.0,1.0,0.0
,23.0,0.0,1.0,7.8542,0.0,3.0,1.0,0.0
,24.0,0.0,1.0,7.1417,0.0,3.0,1.0,0.0
,56.0,0.0,1.0,26.55,0.0,1.0,1.0,0.0
,20.0,0.0,1.0,9.825,0.0,3.0,0.0,1.0
,25.0,0.0,1.0,30.0,1.0,2.0,0.0,1.0
,33.0,1.0,0.0,90.0,0.0,1.0,0.0,1.0
,25.0,0.0,1.0,7.775,0.0,3.0,1.0,1.0
,35.0,0.0,1.0,7.125,0.0,3.0,1.0,0.0
,22.0,0.0,1.0,66.6,0.0,1.0,0.0,1.0
,48.0,0.0,1.0,7.8542,0.0,3.0,1.0,0.0
,28.0,0.0,1.0,35.5,0.0,1.0,1.0,0.0
,19.0,0.0,1.0,7.8958,0.0,3.0,1.0,0.0
,26.0,0.0,1.0,20.575,2.0,3.0,1.0,1.0
,23.0,0.0,0.0,15.0458,0.0,2.0,1.0,0.0
,45.0,0.0,1.0,8.05,0.0,3.0,1.0,0.0
,8.0,0.0,1.0,36.75,1.0,2.0,1.0,1.0
,20.0,0.0,1.0,7.05,0.0,3.0,1.0,0.0
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
0.0,,,,,,,,
1.0,,,,,,,,
1.0,,,,,,,,
0.0,,,,,,,,
