,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,14934.809732039237
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,803.0711846048016
1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3379.208932247442
1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,944.611351899046
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,4432.214209431158
1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,1615.0449088126443
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,5889.481093688351
1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1255.3778670454449
1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1332.840210520546
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,3084.1433191690703
1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2056.5670820936066
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,2531.8441671614974
1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,756.3147658697308
1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,693.4792030700919
1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,423.30511261629
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,4268.1937454117
1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,8873.723168645709
1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,11846.98496712467
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1551.8188518839634
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,868.8729297264945
1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,10276.335685329073
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,695.3735622905224
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,736.1019207644977
1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,6250.075181477099
1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,906.64755734754
1383,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,925.5552097229865
1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3807.909728509836
1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,10629.873171980664
1386,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,6490.774640747488
1387,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,939.0307814523803
1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,2546.8691705349593
1389,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,10014.06469708085
1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,5135.797776152609
1391,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,12639.961184955857
1392,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4609.013233443289
1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,5077.390524311535
1394,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,4154.617133483571
1395,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,767.9664506849367
1396,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,795.8431279417127
1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,4745.028934276048
1398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,965.5325956433808
1399,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,5305.137078248865
1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,3643.227772730561
1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,2134.993952899511
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,11329.389607779294
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,5353.471617457963
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,12876.559338057865
1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5268.373499680782
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,3795.003190370975
1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,790.0635518472409
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,14260.757451753632
1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1501.4695213156301
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,3964.8608030597243
1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,4201.482284389307
1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,1696.7784432149056
1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1021.7230708721672
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,3359.9759385313046
1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,1972.6727712951797
1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,790.1843296397856
1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,3842.394336105386
1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3806.3608819948495
1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,2008.2012020239417
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,5045.952822754554
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,1057.6126001602443
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,980.5003347558559
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,3604.9296784541257
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,889.8040972662293
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,782.5498628425848
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,5077.763192126178
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,7130.296933239391
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,8929.579384325552
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4424.383053720536
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,729.8296131645766
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,2243.800138187915
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,2961.7054070835234
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,2004.0945756974252
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,5324.869527915886
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,15391.734577782998
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,705.5727964258476
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1295.3989336405211
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,637.8800638388275
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,8615.603503931743
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2055.3005637781243
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3924.001985276049
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2145.071099585666
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,969.3201745207043
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,2672.049268605837
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,4877.998393636522
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1849.0
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,14522.219758842682
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,5910.209824443853
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6289.587192449981
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,659.4685774051068
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,777.0611318988158
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,2924.88286401814
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,3187.5116287241017
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,920.997434898869
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,15417.597016164034
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,5789.219350231331
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,760.9428612254796
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,957.6642474258224
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,2052.771948071415
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,14560.838752855594
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,732.36338209323
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,13373.700262444101
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,761.0297109821568
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1262.9138133165106
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,1714.2667030974117
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,7213.690037183082
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,860.5454871628499
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5332.272332359371
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,10156.116390808824
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,674.3285403005248
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1033.2322630430754
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4122.779492375117
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,461.5419946359434
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,13487.026397105594
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5299.680664615218
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,803.2385051599704
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,4750.971306292235
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1397.107335945475
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4470.6442140485415
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,810.3538913504381
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,6242.228349696772
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,841.8478024879223
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,4191.358888424391
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,613.9250673871247
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,4026.6950269838253
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,7046.674278756445
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,4311.513586762132
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,1001.5547512569465
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1220.906017615489
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,6967.797428912751
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,5578.478022586314
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,4908.6704696356355
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,986.9466708851833
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,12544.821180066276
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,8077.020119314351
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,10647.404205300283
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,4996.184890812301
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,2146.738070972169
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,3673.9462044283737
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,710.0308865107381
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3529.446246759593
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,1011.665818635458
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1596.9760992805514
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,2471.808551750619
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,6356.125013892803
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,3975.797712732572
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,15817.909011598105
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,709.6144876781837
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,946.7210035009102
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,249.24551450849685
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,510.7868080057706
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,12255.77649726623
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,618.962621611292
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,765.5492356586874
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2369.366504606791
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,758.2570545869166
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,1202.3202544541564
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,1691.7045858085767
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,2880.102700790445
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,1030.5069599846029
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,11901.545842770513
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,1782.201664238717
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,8191.7037878410665
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1136.0854514665098
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,793.2628540607693
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6462.205035632693
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1408.3017923063144
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,1666.452243996806
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,14204.710442590433
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,6710.854994137233
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,621.2169146355118
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,677.9350553184377
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,4664.311953445824
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,6566.490962677635
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3087.0099115172798
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,1012.4665407007415
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1392.5932159803506
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1041.3624936496417
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,1155.2364586511321
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,643.8058053654531
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,21760.354178558733
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,11985.592241155122
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,11924.948861414283
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,2553.628405814048
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,4096.088176999063
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,1293.2519305693531
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,749.785405042232
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,2030.208319371286
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1061.4740950942105
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,3129.008451989863
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,16736.340663682677
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2338.868974460469
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,18771.662555244468
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,8122.31561258144
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,1770.7199625196408
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,2766.2404004337222
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,6084.682606699673
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,3723.1067258579415
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2449.9770239850295
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,2203.917827072997
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,13768.595677887039
1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,823.9715339487047
1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,3500.5119944465273
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,4977.361811791656
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,1129.1659824769067
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,1616.3825979848953
1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,695.7288595054742
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,5820.420258273823
1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1371.9263884602715
1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,13211.731199932752
1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,742.3163241637012
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,1906.1756823401938
1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,680.678149152649
1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,987.8214376239412
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,5821.9432448561165
1576,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,1605.5997084943938
1577,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,5058.6440914079285
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,640.6105495643096
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,699.2535885795114
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,882.2514688498677
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,760.7080541058549
1582,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,2832.9547749781923
1583,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,1405.4262427861067
1584,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,784.4585267301336
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,5603.932731863009
1586,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,1780.614218267041
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,5510.13839387488
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,15136.19250760621
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,6367.19210294036
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,4567.464905286066
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,9780.867271407222
1592,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,1659.812970655974
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,240.7128448569597
1594,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,875.5632377188031
1595,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,3014.15488109149
1596,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,6397.218797160209
1597,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,589.2404824202185
1598,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,899.3544379772457
1599,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,6200.756843042702
1600,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1014.6020716474268
1601,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,4255.738442230377
1602,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,995.7965963774532
1603,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,4190.0459647712505
1604,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1114.371370199995
1605,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,711.1503790544848
1606,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,3337.988616016697
1607,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,5644.316528765274
1608,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,1909.0612520443392
1609,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,553.0777747240008
1610,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,1003.9138572578158
1611,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,5451.698138081221
1612,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,1614.4942669300217
1613,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,15016.248458879621
1614,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,6393.570616848993
1615,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,16254.105140379263
1616,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,4026.1420657442286
1617,1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,4204.247732067584
1618,2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,12454.046575541342
1619,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,805.2784583735775
1620,0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,4086.449307320294
1621,1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,6382.093455612798
1622,1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,9632.514925888552
1623,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,889.4783713701108
1624,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,3303.4513053867777
1625,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,3293.839021692511
1626,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,4626.535545241122
1627,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,4411.091812569521
1628,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,3649.222750017587
1629,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,3861.385450474947
1630,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,3820.4921114955177
1631,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,3230.646860217449
1632,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2620.355544758837
1633,0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,2113.201697293216
1634,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,402.37654719296006
1635,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,848.5160191966606
1636,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,11218.41330701044
1637,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,805.4235483056909
1638,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1426.8814692288252
1639,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,14952.772152080972
1640,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,3202.498745270708
1641,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,629.2821771590379
1642,0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,827.3837423044006
1643,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,4741.59292730659
1644,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,1504.3684835275853
1645,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,508.23958744232914
1646,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,5925.244145727906
1647,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,7882.586443771157
1648,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,2591.4123843003035
1649,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,6708.574424031569
1650,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,4391.198293436108
1651,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,700.4999483509873
1652,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,1764.9432931019655
1653,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,1745.239371530115
1654,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,15285.793002528268
1655,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1224.622189843436
1656,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,869.6939602477123
1657,2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,8374.002086964101
1658,0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,909.5315198987009
1659,1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,6693.634648327496
1660,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,1765.5124923744806
1661,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,930.60718676549
