,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
754,1.11,Good,H,SI1,64.2,58.0,6.47,6.53,4.17,4812.541655093121
755,1.03,Premium,F,SI1,58.6,62.0,6.65,6.6,3.88,5212.763192624002
756,0.71,Very Good,G,SI1,62.3,57.0,5.7,5.76,3.57,2346.687205544961
757,1.21,Good,E,I1,63.3,63.0,6.67,6.72,4.24,4039.9465852939697
758,0.57,Very Good,E,SI2,59.7,57.0,5.4,5.48,3.25,1438.4422815337973
759,0.42,Very Good,D,SI1,63.0,57.0,4.77,4.81,3.02,1019.1856172348322
760,0.32,Ideal,E,VS2,62.7,55.0,4.38,4.36,2.74,708.6507791333393
761,0.36,Ideal,F,SI1,59.7,57.0,4.69,4.72,2.81,735.3213710095397
762,1.51,Premium,G,VS1,62.2,58.0,7.29,7.35,4.55,12726.816980669078
763,0.34,Premium,G,SI1,60.8,59.0,4.56,4.46,2.74,609.5765276038193
764,0.5,Good,H,VVS1,63.3,57.0,5.02,5.06,3.19,1617.8430354704062
765,2.0,Fair,H,I1,69.8,54.0,7.6,7.56,5.29,8036.57205758049
766,1.45,Very Good,D,VVS2,62.0,56.0,7.25,7.32,4.52,14673.521937049569
767,1.0,Premium,G,IF,61.4,59.0,6.47,6.39,3.95,7394.970147849063
768,1.42,Very Good,G,VVS2,62.6,60.0,7.14,7.17,4.48,12031.882498865598
769,0.83,Very Good,F,SI1,62.1,58.0,5.98,6.06,3.74,3343.6198189168113
770,0.3,Very Good,F,SI2,62.6,61.0,4.2,4.24,2.64,404.4185311618439
771,1.11,Very Good,E,SI2,61.7,63.0,6.65,6.54,4.07,5025.668044247846
772,0.34,Ideal,E,SI1,62.2,54.0,4.47,4.5,2.79,691.4810180834958
773,0.7,Very Good,D,SI1,59.4,63.0,5.76,5.78,3.43,2677.2136967349225
774,0.3,Very Good,H,VS1,63.3,56.0,4.3,4.26,2.71,549.9223299143357
775,0.5,Good,E,SI2,58.2,59.0,5.24,5.27,3.06,1088.604584058602
776,0.9,Fair,F,SI2,65.7,63.0,6.01,5.96,3.93,2876.7541578516943
777,0.7,Premium,D,SI2,60.6,58.0,5.75,5.7,3.47,2273.713166663175
778,0.34,Premium,D,SI2,60.6,60.0,4.53,4.48,2.73,583.7843427264236
779,1.0,Ideal,G,VVS2,60.8,57.0,6.45,6.47,3.93,6568.314126604506
780,0.42,Ideal,G,VVS1,62.0,56.0,4.81,4.84,2.99,1378.9117160070184
781,0.34,Very Good,H,VVS2,63.0,55.0,4.44,4.48,2.81,756.9392522507908
782,1.16,Ideal,G,SI2,61.9,56.0,6.77,6.73,4.18,5132.032179548417
783,0.56,Premium,G,VS1,61.2,60.0,5.3,5.26,3.23,1978.2393133547785
784,0.34,Premium,E,SI1,61.9,59.0,4.48,4.44,2.76,677.3091010811412
785,0.31,Ideal,E,VVS1,61.7,56.0,4.33,4.36,2.68,871.7136936099081
786,0.31,Ideal,F,VVS1,61.1,56.0,4.37,4.4,2.68,830.4522988286632
787,0.52,Premium,G,VS2,61.7,58.0,5.16,5.14,3.18,1545.8474434701918
788,1.04,Very Good,I,VS2,61.9,58.0,6.47,6.55,4.03,4558.2134320546875
789,0.5,Very Good,E,VS1,62.7,56.0,5.09,5.12,3.2,1736.5944295340487
790,1.31,Premium,J,VS2,62.0,59.0,7.04,6.97,4.34,5994.563689060273
791,1.0,Very Good,E,SI1,59.6,60.0,6.43,6.48,3.85,5022.731918665462
792,0.32,Very Good,G,VS2,62.6,58.0,4.37,4.39,2.74,601.5634089006638
793,0.7,Very Good,I,VS2,62.2,59.0,5.64,5.71,3.53,2159.8696136805456
794,0.3,Ideal,F,VVS1,61.9,54.0,4.35,4.37,2.7,781.6412136043008
795,0.76,Ideal,J,SI1,62.9,54.0,5.82,5.85,3.67,1910.0841199062447
796,0.51,Very Good,G,VVS2,63.5,55.0,5.09,5.05,3.22,1762.7232243584133
797,1.01,Very Good,F,VS2,63.5,58.0,6.35,6.32,4.02,5559.879446658387
798,0.71,Ideal,H,VS1,61.7,55.0,5.73,5.75,3.54,2916.5122390169895
799,1.03,Ideal,D,SI1,62.4,57.0,6.47,6.44,4.03,5802.064814627627
800,0.84,Very Good,F,VVS2,60.4,62.0,6.1,6.15,3.7,4779.298758720432
801,0.76,Premium,E,SI2,60.8,57.0,5.89,5.85,3.57,2543.0906151822264
802,1.03,Premium,J,VS1,61.8,58.0,6.51,6.41,3.99,4255.598056928444
803,0.54,Ideal,E,SI1,61.3,56.0,5.22,5.25,3.21,1651.1198197242243
804,0.46,Ideal,E,VS1,60.3,56.0,5.02,5.06,3.04,1564.253466416085
805,1.04,Ideal,H,SI2,62.0,57.0,6.53,6.43,4.02,3863.9392639185753
806,0.3,Ideal,D,VS2,61.5,55.0,4.35,4.3,2.66,658.4670112411668
807,1.14,Ideal,H,VS2,61.1,57.0,6.71,6.78,4.12,6372.163227208851
808,0.32,Premium,D,VS2,58.8,59.0,4.52,4.49,2.65,730.07636785368
809,1.0,Premium,H,SI1,61.5,58.0,6.37,6.45,3.94,4238.2455539895145
810,0.32,Premium,I,VVS1,60.1,61.0,4.45,4.4,2.66,672.0445038291615
811,0.41,Good,F,I1,63.8,57.0,4.72,4.69,3.0,505.8688649228252
812,0.32,Ideal,I,VVS1,61.7,55.0,4.39,4.4,2.71,684.4767285727404
813,0.9,Ideal,G,VS1,61.6,55.0,6.27,6.23,3.85,4950.92581839557
814,0.7,Premium,F,SI1,59.4,60.0,5.77,5.74,3.42,2516.8671916112207
815,0.3,Very Good,D,SI1,58.8,57.0,4.4,4.44,2.6,547.5601908539862
816,0.31,Premium,H,VVS1,61.9,58.0,4.34,4.32,2.68,705.5312199453058
817,0.71,Premium,D,SI1,61.3,58.0,5.73,5.75,3.52,2821.709246473622
818,0.7,Very Good,E,SI2,62.0,60.0,5.67,5.72,3.53,2100.3878766799303
819,0.32,Ideal,G,VVS1,61.7,56.0,4.37,4.41,2.71,826.7058267815979
820,0.91,Premium,F,SI2,60.8,59.0,6.28,6.25,3.81,3385.914768286458
821,0.91,Ideal,E,SI1,61.2,58.0,6.24,6.3,3.84,4396.405552085545
822,1.5,Premium,E,VS1,62.5,58.0,7.28,7.21,4.53,14118.983461235244
823,0.9,Ideal,H,SI2,62.1,55.0,6.17,6.2,3.84,2931.737960337692
824,0.77,Very Good,D,SI1,62.1,58.0,5.84,5.89,3.64,3190.4994824793557
825,0.43,Premium,F,VS2,61.0,57.0,4.87,4.84,2.96,1154.0231815490754
826,0.32,Ideal,I,VVS2,62.0,54.9,4.36,4.39,2.71,634.368889862131
827,0.6,Ideal,G,VVS2,61.4,59.0,5.37,5.41,3.31,2499.0567138385945
828,1.72,Good,J,SI2,63.2,57.0,7.56,7.6,4.79,6700.165879834088
829,0.32,Premium,J,VS1,61.9,58.0,4.39,4.33,2.7,471.43635572849706
830,1.23,Ideal,J,SI1,63.1,58.0,6.8,6.74,4.27,4721.052050767749
831,1.67,Ideal,H,SI1,61.6,55.0,7.68,7.62,4.71,11459.28178804816
832,0.4,Good,E,SI1,63.5,55.0,4.67,4.71,2.98,859.2744690110927
833,0.41,Ideal,F,VS1,60.6,57.0,4.84,4.79,2.92,1201.4952952737685
834,1.24,Good,G,VS2,61.3,57.0,6.78,6.88,4.19,7417.77358655891
835,0.41,Very Good,H,VS2,60.0,57.0,4.92,4.88,2.94,896.2865178057428
836,0.32,Very Good,I,VS2,63.0,55.0,4.34,4.39,2.75,496.68219090388055
837,0.37,Very Good,E,VS2,61.8,59.0,4.56,4.6,2.83,883.812903560868
838,1.01,Good,F,VS2,60.6,62.0,6.52,6.49,3.94,5381.074915963204
839,1.18,Ideal,F,VVS1,61.5,55.6,6.79,6.83,4.19,10260.092872273985
840,0.32,Good,F,SI1,63.2,55.0,4.37,4.4,2.77,537.8070627999166
841,0.75,Ideal,I,VS1,61.1,59.0,5.85,5.87,3.58,2883.199266757589
842,0.3,Very Good,G,VVS2,61.6,56.0,4.27,4.3,2.64,649.6035116050539
843,0.7,Very Good,D,VS1,61.6,58.0,5.67,5.73,3.51,3409.6598035899315
844,1.06,Very Good,I,VS1,58.5,58.3,6.66,6.79,3.94,5295.808354151078
845,1.08,Premium,E,SI2,60.8,59.0,6.57,6.62,4.01,4896.150729375695
846,0.26,Ideal,G,IF,61.7,54.0,4.15,4.18,2.57,598.5546629033219
847,0.3,Very Good,H,VVS1,63.3,59.0,4.28,4.22,2.69,644.8793824033771
848,0.72,Ideal,F,SI2,61.9,54.0,5.83,5.73,3.57,2236.876768326764
849,0.38,Ideal,D,VS1,62.2,57.0,4.66,4.63,2.89,1136.8670153841797
850,0.81,Premium,F,SI1,61.9,58.0,5.99,5.96,3.7,3297.1856392306445
851,1.47,Very Good,H,SI2,59.1,56.0,7.46,7.51,4.42,7094.723421938431
852,1.01,Good,F,SI2,62.5,59.0,6.31,6.37,3.96,3832.268958135598
853,1.24,Fair,G,SI2,65.7,57.0,6.72,6.68,4.4,4970.661167228205
854,0.72,Very Good,G,SI2,62.5,56.0,5.68,5.71,3.56,1986.4086781178828
855,0.51,Ideal,F,VS1,60.4,56.0,5.18,5.21,3.14,1806.2183802787133
856,0.33,Ideal,J,VVS1,62.1,54.0,4.45,4.47,2.77,598.6026663453661
857,2.03,Ideal,G,SI1,60.0,55.8,8.17,8.3,4.95,17855.17379339787
858,0.39,Very Good,J,VVS1,57.8,59.0,4.85,4.9,2.82,786.596193786816
859,0.3,Very Good,G,VS2,60.8,61.0,4.31,4.34,2.63,533.4579266985517
860,0.55,Ideal,D,VS2,58.5,58.0,5.42,5.39,3.16,2066.2927394527824
861,1.0,Premium,E,I1,62.3,58.0,6.38,6.33,3.96,3042.2137937533385
862,2.0,Good,I,VS2,63.6,60.0,8.03,7.95,5.08,15045.098803056324
863,1.0,Good,D,SI1,63.8,53.0,6.35,6.4,4.07,5035.606555238314
864,0.32,Ideal,J,VS1,62.0,54.7,4.39,4.42,2.73,480.1462960350582
865,0.4,Premium,G,VS1,60.7,58.0,4.81,4.78,2.91,1054.321751940012
866,1.01,Good,D,SI1,64.1,60.0,6.3,6.27,4.03,5104.520757445363
867,0.3,Very Good,H,SI1,63.0,54.0,4.27,4.3,2.7,429.74343618580826
868,0.7,Very Good,H,SI1,58.5,65.0,5.81,5.84,3.41,2118.8168163886653
869,0.71,Very Good,E,VVS1,62.8,59.0,5.66,5.71,3.57,3929.163952735072
870,0.83,Ideal,E,SI1,61.5,55.0,6.05,6.08,3.73,3710.433663815559
871,0.31,Ideal,I,VVS1,62.1,56.0,4.38,4.35,2.71,645.2771221582335
872,0.71,Premium,E,VS2,62.1,59.0,5.68,5.72,3.54,3090.8852044420287
873,0.91,Very Good,H,VS1,62.7,63.0,6.1,6.03,3.8,4408.836485757074
874,0.9,Premium,G,VS2,62.0,60.0,6.19,6.14,3.82,4332.076202847447
875,0.41,Premium,G,VS1,61.9,60.0,4.76,4.7,2.93,1099.9311971792195
876,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,1277.8929511308534
877,0.7,Very Good,F,SI1,59.2,60.0,5.77,5.79,3.42,2447.4176419671503
878,1.02,Ideal,I,VS2,62.7,56.0,6.37,6.43,4.01,4605.665630462988
879,0.71,Ideal,G,SI2,61.5,55.0,5.74,5.78,3.54,2034.300245152026
880,0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,1777.5476737266215
881,1.03,Ideal,G,VVS2,61.6,56.0,6.48,6.5,4.0,6936.327276453644
882,0.9,Very Good,G,VVS1,62.3,58.0,6.14,6.21,3.85,5496.404903204185
883,0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65,658.0855865206103
884,1.05,Very Good,G,VS2,61.7,55.0,6.5,6.56,4.03,5646.520819769101
885,1.3,Ideal,H,VVS2,61.5,55.0,7.07,7.03,4.34,9969.344261254848
886,0.36,Ideal,G,VVS1,62.8,57.0,4.55,4.52,2.85,1032.0661893513243
887,0.51,Very Good,G,VVS1,62.9,57.0,5.08,5.12,3.21,1888.9804668897539
888,1.08,Very Good,J,SI2,63.2,59.0,6.57,6.4,4.1,2915.959290800243
889,2.2,Premium,I,VS2,62.0,57.0,8.38,8.34,5.18,19283.49443048688
890,0.3,Ideal,F,IF,62.1,57.0,4.29,4.31,2.67,829.7453048941294
891,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,725.4688205138846
892,1.46,Premium,D,SI2,62.0,55.0,7.32,7.23,4.51,9074.895638929764
893,0.54,Ideal,G,VS1,60.1,57.0,5.29,5.31,3.18,1891.225017903327
894,0.58,Very Good,E,SI1,59.6,57.0,5.41,5.42,3.23,1811.3349429560935
895,2.01,Premium,I,SI1,61.3,60.0,8.09,8.05,4.95,14149.237957577418
896,0.43,Very Good,D,SI1,62.9,56.0,4.78,4.83,3.02,1065.677839519107
897,2.3,Ideal,H,SI2,61.6,56.0,8.48,8.52,5.24,17153.575005875333
898,0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,4078.135967943627
899,0.4,Ideal,F,SI2,62.0,57.0,4.7,4.72,2.92,733.1359123898128
900,1.0,Ideal,E,SI1,61.6,57.0,6.37,6.45,3.95,5243.35692664571
901,0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,988.2653095613339
902,0.35,Ideal,H,VVS1,60.5,57.0,4.58,4.59,2.77,907.5198946143444
903,1.1,Very Good,G,IF,60.5,55.0,6.77,6.71,4.08,8670.772487284146
904,0.3,Premium,G,SI1,62.5,61.0,4.29,4.26,2.67,476.6197473654539
905,0.31,Ideal,G,VVS2,60.8,56.0,4.41,4.44,2.69,725.9622573856959
906,0.94,Premium,F,SI2,62.4,58.0,6.23,6.17,3.87,3590.2324818430047
907,0.72,Good,G,SI2,63.7,59.0,5.74,5.65,3.63,1915.0940562482315
908,0.7,Very Good,F,SI1,60.6,60.0,5.71,5.75,3.47,2435.6792009321566
909,0.24,Ideal,H,VS2,61.1,56.0,3.99,4.03,2.45,340.3922458557676
910,0.57,Very Good,E,VS2,59.5,56.0,5.45,5.47,3.25,2015.3346690393516
911,0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,2001.2404419732543
912,0.79,Ideal,H,VVS2,62.0,55.9,5.88,5.95,3.67,3874.699909383182
913,0.3,Premium,G,VS1,59.6,59.0,4.38,4.34,2.6,615.3561699022699
914,0.52,Premium,E,VS2,61.6,59.0,5.16,5.14,3.17,1727.8475154440048
915,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,9641.282009608587
916,1.0,Good,D,SI1,64.9,53.0,6.27,6.3,4.08,5023.899253187227
917,0.3,Good,H,VVS1,63.4,57.0,4.27,4.31,2.72,618.9699048289847
918,0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,577.0715199982839
919,0.51,Premium,E,VS2,60.5,56.0,5.24,5.18,3.15,1680.4066896511267
920,1.22,Ideal,H,VVS2,62.7,54.0,6.77,6.83,4.27,8786.952519689408
921,0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,2116.852120986757
922,0.53,Ideal,E,VS2,61.4,56.0,5.18,5.25,3.2,1825.6732448894213
923,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,2161.8027298583283
924,0.73,Premium,I,VS1,61.2,59.0,5.84,5.82,3.57,2690.4693022828205
925,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,3728.3420625260574
926,0.7,Very Good,F,VS1,60.5,57.0,5.77,5.8,3.5,3125.073027877494
927,0.59,Ideal,D,IF,60.7,58.0,5.45,5.49,3.32,3256.8076596260253
928,0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.11,3.17,1916.0956157647338
929,1.07,Very Good,G,VVS2,62.8,57.0,6.46,6.56,4.09,7058.076187599808
930,0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97,1282.9233914089464
931,0.27,Ideal,G,VS1,62.3,53.0,4.16,4.19,2.6,512.4458479137185
932,1.51,Premium,H,VS1,61.0,60.0,7.29,7.34,4.46,11766.94248555754
933,1.33,Premium,G,SI2,59.2,62.0,7.22,7.16,4.26,6519.14554629705
934,0.53,Ideal,G,VVS1,61.4,57.0,5.18,5.21,3.19,2136.5005035759127
935,0.43,Ideal,F,VVS2,61.9,56.0,4.84,4.82,2.99,1427.7673601687081
936,0.4,Premium,G,VS1,61.3,60.0,4.71,4.66,2.87,1050.7632862476694
937,0.9,Very Good,F,SI2,62.0,59.0,6.2,6.1,3.81,3229.490705423446
938,2.07,Fair,D,SI2,64.5,60.0,7.99,7.88,5.12,15255.914578144431
939,1.51,Premium,G,VS2,59.2,61.0,7.48,7.44,4.42,11540.332943813437
940,0.32,Ideal,F,SI1,61.6,55.0,4.41,4.45,2.73,586.7196236682679
941,0.5,Premium,E,SI1,62.3,60.0,5.16,5.08,3.19,1399.6946040527591
942,0.9,Good,G,VS1,61.0,62.0,6.16,6.24,3.78,4502.733564074044
943,0.71,Fair,D,SI1,66.3,56.0,5.61,5.49,3.68,2477.8539336168037
944,1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,5670.848796937273
945,0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,604.1741559973976
946,0.7,Very Good,F,VS2,61.7,63.0,5.61,5.64,3.47,2779.680953733607
947,0.42,Ideal,E,VS1,61.6,57.0,4.8,4.84,2.97,1311.7808599117618
948,0.92,Very Good,G,SI2,59.4,62.0,6.34,6.36,3.77,3161.225622791387
949,1.0,Premium,H,SI2,60.0,62.0,6.53,6.51,3.91,3507.088980570619
950,1.09,Ideal,I,VS2,61.8,57.0,6.55,6.59,4.06,5230.0980026719235
951,0.56,Premium,I,VVS1,60.6,59.0,5.29,5.33,3.22,1916.2421181660566
952,1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,5277.188626962495
953,2.02,Premium,J,VS2,62.0,59.0,8.06,8.08,5.0,13494.623003153622
954,0.3,Very Good,E,SI2,58.8,60.0,4.39,4.42,2.59,430.8914553609863
955,1.03,Very Good,D,SI2,61.3,61.0,6.46,6.49,3.97,4541.955518659488
956,0.62,Premium,G,VS2,61.1,59.0,5.56,5.5,3.38,2158.7007962961634
957,0.83,Good,J,SI1,63.8,58.0,5.97,5.95,3.8,2065.5960857360983
958,0.9,Premium,F,SI2,58.9,59.0,6.31,6.26,3.7,3335.335878448058
959,2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,14150.57721628943
960,0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,3395.1398853887426
961,1.11,Ideal,H,SI1,61.6,56.0,6.69,6.73,4.07,5282.010836580841
962,0.51,Ideal,F,VVS1,61.4,56.0,5.15,5.17,3.17,2117.884907710618
963,0.28,Good,F,VVS2,64.9,57.0,4.13,4.16,2.69,579.5547870652097
964,0.52,Very Good,E,VS2,62.5,56.0,5.15,5.18,3.23,1680.5667178200026
965,1.2,Ideal,F,VS2,62.3,56.0,6.82,6.79,4.24,8100.376527051184
966,0.29,Ideal,F,VS2,61.6,56.0,4.28,4.32,2.65,559.1827840034135
967,1.52,Very Good,I,VS2,63.3,61.0,7.27,7.23,4.59,9293.591003173251
968,1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,5095.583191356115
969,1.2,Ideal,F,SI1,61.5,53.0,6.87,6.9,4.24,7078.625073274049
970,0.5,Ideal,F,VVS2,62.2,54.0,5.07,5.12,3.17,1891.7017498882906
971,0.35,Ideal,E,VS2,61.6,56.0,4.54,4.52,2.79,840.2310131022749
972,0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,1827.0481828972784
973,0.55,Ideal,F,VS2,60.9,57.0,5.3,5.34,3.24,1865.3505388361987
974,2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,17625.084163074123
975,2.01,Premium,E,SI2,58.7,54.0,8.27,8.2,4.83,16010.335051396256
976,0.3,Very Good,D,SI2,61.8,58.0,4.29,4.32,2.66,446.7395569828562
977,0.74,Ideal,G,VVS2,60.9,58.0,5.85,5.88,3.57,3721.055020395099
978,1.02,Very Good,G,SI1,63.0,55.0,6.4,6.45,4.05,4644.332596866716
979,2.0,Premium,I,VS1,61.1,58.0,8.08,8.11,4.95,17910.094006911728
980,1.51,Premium,J,VVS2,62.6,59.0,7.33,7.31,4.58,9479.363920794114
981,0.3,Ideal,F,SI1,60.6,57.0,4.34,4.37,2.64,520.2637599635508
982,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,2339.7101958107232
983,2.15,Ideal,I,SI1,62.5,57.0,8.2,8.16,5.11,16385.543001934082
984,0.97,Premium,F,SI2,61.9,58.0,6.31,6.35,3.92,3797.846153161285
985,1.2,Premium,D,SI2,62.0,58.0,6.84,6.77,4.22,6250.215395987941
986,0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,373.7658460502495
987,1.51,Premium,G,VS2,62.5,59.0,7.34,7.28,4.57,11471.259108039123
988,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,671.3475379766325
989,0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,2245.5132647443293
990,0.77,Premium,G,SI2,61.2,58.0,5.99,5.96,3.64,2325.348964595924
991,0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,2039.914403205258
992,0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,556.2621491386282
993,0.52,Ideal,G,VVS2,61.0,56.0,5.24,5.18,3.18,1928.4759473439512
994,0.43,Ideal,G,IF,61.2,57.0,4.81,4.86,2.96,1535.793421097381
995,0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37,2500.3741552941333
996,0.36,Premium,D,SI2,61.5,60.0,4.54,4.6,2.81,644.182609968125
997,0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26,2302.357927374694
998,0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92,1988.9103888902114
999,1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,3778.5528847602413
1000,1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,4732.868460213282
1001,0.53,Very Good,F,SI1,62.5,57.0,5.19,5.24,3.26,1440.0032819182693
1002,0.4,Ideal,G,VVS1,62.0,55.0,4.74,4.78,2.95,1258.7392183697052
1003,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,1848.463099435631
1004,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,663.263707372047
1005,0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,2886.8334797775838
1006,1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,4675.6469988481185
1007,0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,2148.2778366712464
1008,0.9,Very Good,F,VS2,63.1,59.0,6.13,6.05,3.84,4485.404612165332
1009,1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,3549.0541404731475
1010,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,2893.804963465845
1011,1.01,Very Good,H,SI1,61.8,61.0,6.4,6.47,3.98,4194.146502598197
1012,0.96,Premium,G,SI2,59.3,58.0,6.49,6.43,3.83,3543.3403442157505
1013,0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,1505.6830958574649
1014,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,6521.776974976066
1015,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,1583.4147722222108
1016,0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,1202.056057087635
1017,0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,1258.3185097295116
1018,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,1817.8556472466344
1019,1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,3550.7864168986207
1020,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,1127.1097071972088
1021,0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,3532.995499232488
1022,0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,2111.414308558267
1023,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,844.3984316892625
1024,0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,4487.096311542395
1025,0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,2398.3073698055873
1026,0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,1176.2708729434135
1027,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,3755.960653652758
1028,1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,3908.2507458421046
1029,1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,12633.78560395051
1030,0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,3501.517765581841
1031,0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,2126.4207890897983
1032,1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,6074.786297270647
1033,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,6882.550619379697
1034,0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,781.1550024969229
1035,0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,1468.547803350629
1036,0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,586.5448313127258
1037,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,5241.695072639096
1038,1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,3838.484029612508
1039,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,5438.524650968785
1040,2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,11721.530805545843
1041,0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,2472.8292398924305
1042,1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,4923.641524597862
1043,0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,1379.1969746866862
1044,2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,16643.28043386696
1045,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,899.3163859523523
1046,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,4688.203283714767
1047,1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,10940.587187541345
1048,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,3968.333326359233
1049,0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,971.9067861775281
1050,2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,18161.83171977053
1051,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,938.5443787621919
1052,0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,874.7619078830073
1053,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,733.0277497815822
1054,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,717.7927437872735
1055,0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,735.2833686438844
1056,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,5206.533952014795
1057,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,646.2794249321059
1058,1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,12939.217815316813
1059,0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,3174.189208060582
1060,0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,790.591201312107
1061,1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,6443.833410584336
1062,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,1357.017348462263
