link,ean,catI,catII,catIII,descricao,preco,imagem_link
https://www.superabc.com.br/7891114010893-chave-fenda-tramontina-3-16/p,7891114010893,Bazar,Casa e Construção,Ferragens,CHAVE FENDA TRAMONTINA 3/16 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253493-1000-1000/7891114010893.jpg?v=637002252061900000
https://www.superabc.com.br/7891027231880-regua-tilibra-plast-30cm/p,7891027231880,Bazar,Papelaria e Festas,Escola e Escritório,RÉGUA TILIBRA PLÁSTICO 30 CM - UNIDADE,2.99,https://abcemcasa.vteximg.com.br/arquivos/ids/239391-1000-1000/7891027231880.jpg?v=636935437668770000
https://www.superabc.com.br/7896398323448-frigid-dupla-multiflon-14-gm/p,7896398323448,Bazar,Casa e Cozinha,Alumínio e Ferro,FRIGIDEIRA DUPLA MULTIFLON 14 GM - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257706-1000-1000/7896398323448.jpg?v=637002291194970000
https://www.superabc.com.br/4891861835063chave-de-roda-luxcar-8170/p,4891861835063,Bazar,Casa e Construção,Ferragens,CHAVE DE RODA LUXCAR 8170 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253491-1000-1000/4891861835063.jpg?v=637002252053000000
https://www.superabc.com.br/7891027157814refil-p-fichario-tilibra-bco-96fls/p,7891027157814,Bazar,Papelaria e Festas,Escola e Escritório,REFIL P FICHÁRIO TILIBRA BRANCO 96FLS - UNIDADE,8.39,https://abcemcasa.vteximg.com.br/arquivos/ids/238134-1000-1000/7891027157814.jpg?v=636935433429270000
https://www.superabc.com.br/7896398321239-leiteira-multiflon-10-gm/p,7896398321239,Bazar,Casa e Cozinha,Alumínio e Ferro,LEITEIRA MULTIFLON 10 GM - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/259873-1000-1000/7896398321239.jpg?v=637002320080030000
https://www.superabc.com.br/7896398320188-leiteira-multiflon-12-gm/p,7896398320188,Bazar,Casa e Cozinha,Alumínio e Ferro,LEITEIRA MULTIFLON 12 GM - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/259874-1000-1000/7896398320188.jpg?v=637002320083300000
https://www.superabc.com.br/7891027143732cad-univers-miraculous-ladybug-cd-1mat/p,7891027143732,Bazar,Papelaria e Festas,Escola e Escritório,CADERNO UNIVERS MIRACULOUS LADYBUG CD 1MAT - UNIDADE,24.9,https://abcemcasa.vteximg.com.br/arquivos/ids/252541-1000-1000/7891027143732.jpg?v=637002248156370000
https://www.superabc.com.br/7896398320157-frigid-francesa-multiflon-14-gm/p,7896398320157,Bazar,Casa e Cozinha,Alumínio e Ferro,FRIGIDEIRA FRANCESA MULTIFLON 14 GM - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257708-1000-1000/7896398320157.jpg?v=637002291201500000
https://www.superabc.com.br/7891027141165-cad-broch-tilibra-spiderman-cd-1-4/p,7891027141165,Bazar,Papelaria e Festas,Escola e Escritório,CADERNO BROCHURA TILIBRA SPIDERMAN CD 1/4 - UNIDADE,11.9,https://abcemcasa.vteximg.com.br/arquivos/ids/252523-1000-1000/7891027141165.jpg?v=637002248087100000
https://www.superabc.com.br/7896398320140-frigid-francesa-multiflon-18-gm/p,7896398320140,Bazar,Casa e Cozinha,Alumínio e Ferro,FRIGIDEIRA FRANCESA MULTIFLON 18 GM - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257709-1000-1000/7896398320140.jpg?v=637002291204370000
https://www.superabc.com.br/7891027141103-cad-univers-tilibra-spiderman-cd-10mat/p,7891027141103,Bazar,Papelaria e Festas,Escola e Escritório,CADERNO UNIVERSITÁRIO TILIBRA SPIDERMAN CD 10MAT - UNIDADE,29.9,https://abcemcasa.vteximg.com.br/arquivos/ids/252573-1000-1000/7891027141103.jpg?v=637002248293730000
https://www.superabc.com.br/7896398320102-frigid-francesa-multiflon-26-gm/p,7896398320102,Bazar,Casa e Cozinha,Alumínio e Ferro,FRIGIDEIRA FRANCESA MULTIFLON 26 GM - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257711-1000-1000/7896398320102.jpg?v=637002291210600000
https://www.superabc.com.br/7891027141097cad-tilibra-univers-spidermam-cd-1m-96f/p,7891027141097,Bazar,Papelaria e Festas,Escola e Escritório,CADERNO TILIBRA UNIVERS SPIDERMAM CD 1M 96F - UNIDADE,19.9,https://abcemcasa.vteximg.com.br/arquivos/ids/252531-1000-1000/7891027141097.jpg?v=637002248123600000
https://www.superabc.com.br/7896359015245-conj-pote-sanremo-quadrado-c-3/p,7896359015245,Bazar,Casa e Cozinha,Plástico,CONJUNTO POTE SANREMO QUADRADO COM 3 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254607-1000-1000/7896359015245.jpg?v=637002257030030000
https://www.superabc.com.br/7891027139247cad-univers-tilibra-mais-fem-cd-1mat/p,7891027139247,Bazar,Papelaria e Festas,Escola e Escritório,CADERNO UNIVERS TILIBRA MAIS FEM CD 1MAT - UNIDADE,8.99,https://abcemcasa.vteximg.com.br/arquivos/ids/252544-1000-1000/7891027139247.jpg?v=637002248168730000
https://www.superabc.com.br/7896355731071-conj-pote-sanlock-c3-700ml/p,7896355731071,Bazar,Casa e Cozinha,Plástico,CONJUNTO POTE SANLOCK C3 700ML - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254606-1000-1000/Principal.jpg?v=637002257022470000
https://www.superabc.com.br/7891027137694-cad-univers-tilibra-capricho-cd-1mat/p,7891027137694,Bazar,Papelaria e Festas,Escola e Escritório,CADERNO UNIVERSITÁRIO TILIBRA CAPRICHO CD 1MAT - UNIDADE,19.9,https://abcemcasa.vteximg.com.br/arquivos/ids/252558-1000-1000/7891027137694.jpg?v=637002248230570000
https://www.superabc.com.br/7896355707908-escorredor-plast-talheres-c-tpa-santana/p,7896355707908,Bazar,Casa e Cozinha,Plástico,ESCORREDOR PLÁSTICO TALHERES COM TAMPA SANTANA - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/256227-1000-1000/Principal.jpg?v=637002278190870000
https://www.superabc.com.br/7891027127954cad-universitario-tilibra-mais-cd-1mat/p,7891027127954,Bazar,Papelaria e Festas,Escola e Escritório,CADERNO UNIVERSITARIO TILIBRA MAIS CD 1MAT - UNIDADE,10.9,https://abcemcasa.vteximg.com.br/arquivos/ids/252564-1000-1000/7891027127954.jpg?v=637002248256030000
https://www.superabc.com.br/7896355706437pilao-tempero-santana/p,7896355706437,Bazar,Casa e Cozinha,Utilidades,PILAO TEMPERO SANTANA - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/264533-1000-1000/7896355706437.jpg?v=637002350623630000
https://www.superabc.com.br/7891027122959cad-univers-cost-tilibra-cd-azul-96fls/p,7891027122959,Bazar,Papelaria e Festas,Escola e Escritório,CADERNO UNIVERS COST TILIBRA CD AZUL 96FLS - UNIDADE,7.99,https://abcemcasa.vteximg.com.br/arquivos/ids/252533-1000-1000/7891027122959.jpg?v=637002248128600000
https://www.superabc.com.br/7896355706161jarra-suco-santana-2l/p,7896355706161,Bazar,Casa e Cozinha,Plástico,JARRA SUCO SANTANA 2L - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/259025-1000-1000/7896355706161.jpg?v=637002309922300000
https://www.superabc.com.br/7891027114756cad-tilibra-mais-espiral-1-4-48fl/p,7891027114756,Bazar,Papelaria e Festas,Escola e Escritório,CADERNO TILIBRA MAIS ESPIRAL 1 4 48FL - UNIDADE,2.39,https://abcemcasa.vteximg.com.br/arquivos/ids/252528-1000-1000/7891027114756.jpg?v=637002248110400000
https://www.superabc.com.br/7896355706093copo-santana-fresh-470ml-609/p,7896355706093,Bazar,Casa e Cozinha,Plástico,COPO SANTANA FRESH 470ML 609 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254749-1000-1000/7896355706093.jpg?v=637002257610070000
https://www.superabc.com.br/7896355703498-cesto-fechado-santana-51l/p,7896355703498,Bazar,Casa e Cozinha,Plástico,CESTO FECHADO SANTANA 51 LITRO - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253395-1000-1000/Principal.jpg?v=637002251681370000
https://www.superabc.com.br/7898555802919-squeeze-clink-gelo-600ml/p,7898555802919,Bazar,Camping e Esporte,Esporte,SQUEEZE CLINK GELO 600ML - UNIDADE,6.99,https://abcemcasa.vteximg.com.br/arquivos/ids/243247-1000-1000/7898555802919.jpg?v=636943339559170000
https://www.superabc.com.br/7898546726309-espj-banho-corpus-esfoliante/p,7898546726309,Bazar,Casa e Cozinha,Utensílios,ESPONJA DE BANHO CORPUS ESFOLIANTE - UNIDADE,9.99,https://abcemcasa.vteximg.com.br/arquivos/ids/256698-1000-1000/7898546726309.jpg?v=637002280135200000
https://www.superabc.com.br/7896355703061-lixeira-plastica-multiuso-c-tpa-6l/p,7896355703061,Bazar,Casa e Cozinha,Plástico,LIXEIRA PLÁSTICA MULTIUSO COM TAMPA 6L - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/260484-1000-1000/7896355703061.jpg?v=637002322149730000
https://www.superabc.com.br/7896355701906-concha-plastica-p-sorvete-clear/p,7896355701906,Bazar,Casa e Cozinha,Alumínio e Ferro,CONCHA PLÁSTICA PARA SORVETE CLEAR - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254201-1000-1000/7896355701906.jpg?v=637002255134500000
https://www.superabc.com.br/7898546726293-espj-massageadora-corpus/p,7898546726293,Bazar,Casa e Cozinha,Utensílios,ESPONJA MASSAGEADORA CORPUS - UNIDADE,8.99,https://abcemcasa.vteximg.com.br/arquivos/ids/256727-1000-1000/7898546726293.jpg?v=637002280257300000
https://www.superabc.com.br/7896355700909saladeira-topa-tudo-santana-5-5li-90/p,7896355700909,Bazar,Casa e Cozinha,Plástico,SALADEIRA TOPA TUDO SANTANA 5.5LI 90 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/237635-1000-1000/7896355700909.jpg?v=636935431623500000
https://www.superabc.com.br/7898546726286-espj-banho-corpus-fragance/p,7898546726286,Bazar,Casa e Cozinha,Utensílios,ESPONJA DE BANHO CORPUS FRAGANCE - UNIDADE,7.99,https://abcemcasa.vteximg.com.br/arquivos/ids/256700-1000-1000/7898546726286.jpg?v=637002280143230000
https://www.superabc.com.br/7896355700572-saleiro-plastico-santana-1l/p,7896355700572,Bazar,Casa e Cozinha,Plástico,SALEIRO PLÁSTICO SANTANA 1 LITRO - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/243194-1000-1000/7896355700572.jpg?v=636943339276770000
https://www.superabc.com.br/7898546726170-espj-banho-corpus-nylon-cabo-longo/p,7898546726170,Bazar,Casa e Cozinha,Utensílios,ESPONJA DE BANHO CORPUS NYLON CABO LONGO - UNIDADE,13.9,https://abcemcasa.vteximg.com.br/arquivos/ids/256704-1000-1000/7898546726170.jpg?v=637002280158870000
https://www.superabc.com.br/7896355700503-jarra-plastica-santana-c-tpa-1-75l/p,7896355700503,Bazar,Casa e Cozinha,Plástico,JARRA PLÁSTICA SANTANA COM TAMPA 1.75L - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/259021-1000-1000/7896355700503.jpg?v=637002309908370000
https://www.superabc.com.br/7898546726163-espj-banho-corpus-nylon/p,7898546726163,Bazar,Casa e Cozinha,Utensílios,ESPONJA DE BANHO CORPUS NYLON - UNIDADE,5.49,https://abcemcasa.vteximg.com.br/arquivos/ids/256702-1000-1000/7898546726163.jpg?v=637002280151530000
https://www.superabc.com.br/7896355700497lixeira-basculante-santana-14li-49/p,7896355700497,Bazar,Casa e Cozinha,Plástico,LIXEIRA BASCULANTE SANTANA 14LI 49 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/260437-1000-1000/Principal.jpg?v=637002322002270000
https://www.superabc.com.br/7898544975648-caneca--alegria-c-estojo-300ml/p,7898544975648,Bazar,Casa e Cozinha,Cerâmica,CANECA ALEGRIA COM ESTOJO 300ML - UNIDADE,11.9,https://abcemcasa.vteximg.com.br/arquivos/ids/252820-1000-1000/7898544975648.jpg?v=637002249353370000
https://www.superabc.com.br/7896355700466cesto-telado-santana-8l-46-5360/p,7896355700466,Bazar,Casa e Cozinha,Plástico,CESTO TELADO SANTANA 8L 46 5360 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253404-1000-1000/7896355700466.jpg?v=637002251719230000
https://www.superabc.com.br/7896647072592-brinq-quebra-cabeca-emojis-60pcs/p,7896647072592,Bazar,Brinquedos,nan,BRINQUEDO QUEBRA CABEÇA EMOJIS 60PCS - UNIDADE,20.39,https://abcemcasa.vteximg.com.br/arquivos/ids/252334-1000-1000/7896647072592.jpg?v=637002229306170000
https://www.superabc.com.br/7896355700459cesto-telado-santana-c-tpa-30l/p,7896355700459,Bazar,Casa e Cozinha,Plástico,CESTO TELADO SANTANA C TAMPA 30L - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253406-1000-1000/7896355700459.jpg?v=637002251727200000
https://www.superabc.com.br/7896647047477-brinq-jg-bricks-pais-e-filhos-56pcs/p,7896647047477,Bazar,Brinquedos,nan,BRINQUEDO JOGO BRICKS PAIS E FILHOS 56PCS - UNIDADE,35.99,https://abcemcasa.vteximg.com.br/arquivos/ids/252239-1000-1000/7896647047477.jpg?v=637002228938330000
https://www.superabc.com.br/7896355700381bacia-topa-tudo-santana-12li-n3-38/p,7896355700381,Bazar,Casa e Cozinha,Plástico,BACIA TOPA TUDO SANTANA 12LI N3 38 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/266010-1000-1000/7896355700381.jpg?v=637002781342430000
https://www.superabc.com.br/7896355700206tpa-microo-santana/p,7896355700206,Bazar,Casa e Cozinha,Plástico,TAMPA MICROO SANTANA - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/238715-1000-1000/7896355700206.jpg?v=636935434848900000
https://www.superabc.com.br/7896647029077-brinq-jg-xadrez-escolar-pais-e-filhos/p,7896647029077,Bazar,Brinquedos,nan,BRINQUEDO JOGO XADREZ ESCOLAR PAIS E FILHOS - UNIDADE,45.99,https://abcemcasa.vteximg.com.br/arquivos/ids/252264-1000-1000/7896647029077.jpg?v=637002229043000000
https://www.superabc.com.br/7896342830374porta-copo-mad-sofa-48x32cm-tabaco/p,7896342830374,Bazar,Casa e Cozinha,Utilidades,PORTA COPO MADEIRA SOFA 48X32CM TABACO - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/267390-1000-1000/7896342830374.jpg?v=637004047794070000
https://www.superabc.com.br/7896647028636-quebra-cabeca-princesas-150pcs/p,7896647028636,Bazar,Brinquedos,nan,QUEBRA CABEÇA PRINCESAS 150PCS - UNIDADE,20.39,https://abcemcasa.vteximg.com.br/arquivos/ids/264285-1000-1000/7896647028636.jpg?v=637002350209970000
https://www.superabc.com.br/7896647028018-brinq-jg-ludo-dama-trilha-pais-e-filhos/p,7896647028018,Bazar,Brinquedos,nan,BRINQUEDO JOGO LUDO DAMA TRILHA PAIS E FILHOS - UNIDADE,28.39,https://abcemcasa.vteximg.com.br/arquivos/ids/252246-1000-1000/7896647028018.jpg?v=637002228971800000
https://www.superabc.com.br/7896314708144-saco-lixo-vip-100l/p,7896314708144,Bazar,Casa e Cozinha,Utensílios,SACO LIXO VIP 100L - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/243186-1000-1000/7896314708144.jpg?v=636943339240800000
https://www.superabc.com.br/7896647027967-brinq-jg-o-pequeno-empresario/p,7896647027967,Bazar,Brinquedos,nan,BRINQUEDO JOGO O PEQUENO EMPRESÁRIO - UNIDADE,24.69,https://abcemcasa.vteximg.com.br/arquivos/ids/252257-1000-1000/7896647027967.jpg?v=637002229013270000
https://www.superabc.com.br/7896314708120-saco-lixo-vip-30l/p,7896314708120,Bazar,Casa e Cozinha,Utensílios,SACO LIXO VIP 30L - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/243187-1000-1000/7896314708120.jpg?v=636943339245500000
https://www.superabc.com.br/7896103461502-porta-leite-saquinho-tiba-line/p,7896103461502,Bazar,Casa e Cozinha,Plástico,PORTA LEITE SAQUINHO TIBA LINE - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/265080-1000-1000/7896103461502.jpg?v=637002351906530000
https://www.superabc.com.br/7896647012598brinq-jg-adicao-subtracao-pais-e-filhos/p,7896647012598,Bazar,Brinquedos,nan,BRINQUEDO JOGO ADICAO SUBTRAÇÃO PAIS E FILHOS - UNIDADE,18.39,https://abcemcasa.vteximg.com.br/arquivos/ids/252235-1000-1000/7896647012598.jpg?v=637002228923130000
https://www.superabc.com.br/7896647011782-brinq-jg-cuca-legal-pais-e-filhos/p,7896647011782,Bazar,Brinquedos,nan,BRINQUEDO JOGO CUCA LEGALINHA PAIS E FILHOS - UNIDADE,52.99,https://abcemcasa.vteximg.com.br/arquivos/ids/252241-1000-1000/7896647011782.jpg?v=637002228945400000
https://www.superabc.com.br/7896098854181-luva-spontex-protector-g/p,7896098854181,Bazar,Casa e Cozinha,Utensílios,LUVA SPONTEX PROTECTOR G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/260584-1000-1000/7896098854181.jpg?v=637002322484600000
https://www.superabc.com.br/7896098809778luvas-santa-limpeza-finas-g-c-5/p,7896098809778,Bazar,Casa e Cozinha,Utensílios,LUVAS SANTA LIMPEZA FINAS G C/5 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/260588-1000-1000/7896098809778.jpg?v=637002322497370000
https://www.superabc.com.br/7896647011775-brinq-jg-administrando-seu-dinheiro/p,7896647011775,Bazar,Brinquedos,nan,BRINQUEDO JOGO ADMINISTRANDO SEU DINHEIRO - UNIDADE,48.69,https://abcemcasa.vteximg.com.br/arquivos/ids/252236-1000-1000/7896647011775.jpg?v=637002228926800000
https://www.superabc.com.br/7896647011546-brinq-bingo-pais-e-filhos/p,7896647011546,Bazar,Brinquedos,nan,BRINQUEDO BINGO PAIS E FILHOS - UNIDADE,22.39,https://abcemcasa.vteximg.com.br/arquivos/ids/252149-1000-1000/7896647011546.jpg?v=637002228476500000
https://www.superabc.com.br/7896098808818pano-microfibra-spontex-vidros/p,7896098808818,Bazar,Casa e Cozinha,Utensílios,PANO MICROFIBRA SPONTEX VIDROS - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263726-1000-1000/Principal.jpg?v=637002348161030000
https://www.superabc.com.br/7896647010341-brinq-jg-o-alfabeto-pais-e-filhos/p,7896647010341,Bazar,Brinquedos,nan,BRINQUEDO JOGO O ALFABETO PAIS E FILHOS - UNIDADE,24.39,https://abcemcasa.vteximg.com.br/arquivos/ids/252255-1000-1000/7896647010341.jpg?v=637002229006870000
https://www.superabc.com.br/7896098808801pano-microfibra-spontex-m-uso-c-4/p,7896098808801,Bazar,Casa e Cozinha,Utensílios,PANO MICROFIBRA SPONTEX MULTI USO C/4 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263724-1000-1000/Principal.jpg?v=637002348152870000
https://www.superabc.com.br/7896187440042-squeeze-galao-1l/p,7896187440042,Bazar,Casa e Cozinha,Plástico,SQUEEZE GALAO 1L - UNIDADE,6.69,https://abcemcasa.vteximg.com.br/arquivos/ids/270590-1000-1000/7896187440042.jpg?v=637015569816470000
https://www.superabc.com.br/7896098808269luvas-santa-limpeza-louca-g/p,7896098808269,Bazar,Casa e Cozinha,Utensílios,LUVAS SANTA LIMPEZA LOUCA G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/260591-1000-1000/Principal.jpg?v=637002322509570000
https://www.superabc.com.br/7894650013236-purif-glade-auto-sport-acqua-gts-apar/p,7894650013236,Bazar,Automotivos,Higienização e Aromatizantes,PURIFICADOR GLADE AUTO SPORT ACQUA GTS APARELHO - UNIDADE,18.9,https://abcemcasa.vteximg.com.br/arquivos/ids/265577-1000-1000/7894650013236.jpg?v=637002353636370000
https://www.superabc.com.br/7896098808252luvas-santa-limpeza-louca-m/p,7896098808252,Bazar,Casa e Cozinha,Utensílios,LUVAS SANTA LIMPEZA LOUCA M - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/260593-1000-1000/7896098808252.jpg?v=637002322518200000
https://www.superabc.com.br/7896098808245luvas-santa-limpeza-louca-p/p,7896098808245,Bazar,Casa e Cozinha,Utensílios,LUVAS SANTA LIMPEZA LOUCA P - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/260595-1000-1000/Principal.jpg?v=637002322526470000
https://www.superabc.com.br/7894650005668-purif-ar-glade-gel-citrus-70g/p,7894650005668,Bazar,Automotivos,Higienização e Aromatizantes,PURIFICADOR AR GLADE GEL CITRUS 70G - UNIDADE,10.9,https://abcemcasa.vteximg.com.br/arquivos/ids/265515-1000-1000/7894650005668.jpg?v=637002353408530000
https://www.superabc.com.br/7896098808238luvas-santa-limpeza-tarefas-pesada-g/p,7896098808238,Bazar,Casa e Cozinha,Utensílios,LUVAS SANTA LIMPEZA TAREFAS PESADA G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/260603-1000-1000/Principal.jpg?v=637002322560600000
https://www.superabc.com.br/7894650004920-purif-ar-glade-gel-aqua-70g/p,7894650004920,Bazar,Automotivos,Higienização e Aromatizantes,PURIFICADOR AR GLADE GEL ÉQUA 70G - UNIDADE,10.9,https://abcemcasa.vteximg.com.br/arquivos/ids/265516-1000-1000/7894650004920.jpg?v=637002353412630000
https://www.superabc.com.br/7896098808221luvas-santa-limpeza-tarefas-pesada-m/p,7896098808221,Bazar,Casa e Cozinha,Utensílios,LUVAS SANTA LIMPEZA TAREFAS PESADA M - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/260605-1000-1000/Principal.jpg?v=637002322567930000
https://www.superabc.com.br/7892949397708-piso-santista-cedro-marinho-45x70cm/p,7892949397708,Bazar,Cama, Mesa e Banho,Acessórios,PISO SANTISTA CEDRO MARINHO 45X70 CM - UNIDADE,13.9,https://abcemcasa.vteximg.com.br/arquivos/ids/264844-1000-1000/7892949397708.jpg?v=637002351150500000
https://www.superabc.com.br/7896098808214luvas-santa-limpeza-tarefas-pesada-p/p,7896098808214,Bazar,Casa e Cozinha,Utensílios,LUVAS SANTA LIMPEZA TAREFAS PESADA P - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/260607-1000-1000/Principal.jpg?v=637002322666670000
https://www.superabc.com.br/7892949397678-piso-santista-cedro-petroleo-45x70cm/p,7892949397678,Bazar,Cama, Mesa e Banho,Acessórios,PISO SANTISTA CEDRO PETRÓLEO DE  45X70 CM - UNIDADE,13.9,https://abcemcasa.vteximg.com.br/arquivos/ids/264847-1000-1000/7892949397678.jpg?v=637002351155670000
https://www.superabc.com.br/7896098808160luvas-santa-limpeza-m-uso-g/p,7896098808160,Bazar,Casa e Cozinha,Utensílios,LUVAS SANTA LIMPEZA MULTI USO G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/270589-1000-1000/7896098808160.jpg?v=637015569813130000
https://www.superabc.com.br/7892949363437-toalha-rosto-santista-anette-rosa/p,7892949363437,Bazar,Cama, Mesa e Banho,Cama, Mesa e Banho,TOALHA DE ROSTO SANTISTA ANETTE ROSA - UNIDADE,19.9,https://abcemcasa.vteximg.com.br/arquivos/ids/240358-1000-1000/7892949363437.jpg?v=636935442209730000
https://www.superabc.com.br/7896098808153luvas-santa-limpeza-m-uso-m/p,7896098808153,Bazar,Casa e Cozinha,Utensílios,LUVAS SANTA LIMPEZA MULTI USO M - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/260599-1000-1000/Principal.jpg?v=637002322543070000
https://www.superabc.com.br/7892949363390-toalha-banho-santista-anette-rosa/p,7892949363390,Bazar,Cama, Mesa e Banho,Cama, Mesa e Banho,TOALHA DE BANHO SANTISTA ANETTE ROSA - UNIDADE,39.9,https://abcemcasa.vteximg.com.br/arquivos/ids/240354-1000-1000/7892949363390.jpg?v=636935442185930000
https://www.superabc.com.br/7896098808146luvas-santa-limpeza-m-uso-p/p,7896098808146,Bazar,Casa e Cozinha,Utensílios,LUVAS SANTA LIMPEZA MULTI USO P - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/260601-1000-1000/Principal.jpg?v=637002322551800000
https://www.superabc.com.br/7892949338718-travesseiro-santista-baby-30x40cm/p,7892949338718,Bazar,Cama, Mesa e Banho,Cama, Mesa e Banho,TRAVESSEIRO SANTISTA BABY 30X40 CM - UNIDADE,18.9,https://abcemcasa.vteximg.com.br/arquivos/ids/231551-1000-1000/7892949338718.jpg?v=636933770089070000
https://www.superabc.com.br/7896003850819-cabide-plast-primafer-l6p5/p,7896003850819,Bazar,Casa e Cozinha,Utensílios,CABIDE PLÁSTICO PRIMAFER L6P5 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/252427-1000-1000/7896003850819.jpg?v=637002247697370000
https://www.superabc.com.br/7892949338701-prot-travesseiro-baby-30x40cm/p,7892949338701,Bazar,Cama, Mesa e Banho,Cama, Mesa e Banho,PROTETOR TRAVESSEIRO BABY 30X40 CM - UNIDADE,19.9,https://abcemcasa.vteximg.com.br/arquivos/ids/265453-1000-1000/7892949338701.jpg?v=637002353173070000
https://www.superabc.com.br/7896003802962-cabide-plast-primafer-mult-c-6/p,7896003802962,Bazar,Casa e Cozinha,Utensílios,CABIDE PLÁSTICO PRIMAFER MULT C/6 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/265958-1000-1000/7896003802962.jpg?v=637002781059400000
https://www.superabc.com.br/7892949314552-toalha-rosto-santista-anette-hortencia/p,7892949314552,Bazar,Cama, Mesa e Banho,Cama, Mesa e Banho,TOALHA DE ROSTO SANTISTA ANETTE HORTÊNCIA - UNIDADE,17.9,https://abcemcasa.vteximg.com.br/arquivos/ids/243291-1000-1000/7892949314552.jpg?v=636943339820170000
https://www.superabc.com.br/7896003801064-cabide-plast-primafer-c-3/p,7896003801064,Bazar,Casa e Cozinha,Utensílios,CABIDE PLÁSTICO PRIMAFER COM 3 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/252422-1000-1000/7896003801064.jpg?v=637002247681100000
https://www.superabc.com.br/7892949313975-toalha-banho-santista-anette-hortencia/p,7892949313975,Bazar,Cama, Mesa e Banho,Cama, Mesa e Banho,TOALHA DE BANHO SANTISTA ANETTE HORTÊNCIA - UNIDADE,39.9,https://abcemcasa.vteximg.com.br/arquivos/ids/243286-1000-1000/7892949313975.jpg?v=636943339780130000
https://www.superabc.com.br/7896001020320escova-brilhus-m-uso/p,7896001020320,Bazar,Casa e Cozinha,Utensílios,ESCOVA BRILHUS MULTI USO - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/256246-1000-1000/7896001020320.jpg?v=637002278277500000
https://www.superabc.com.br/7892949282523-toalha-rosto-santista-pinta-e-borda-az/p,7892949282523,Bazar,Cama, Mesa e Banho,Cama, Mesa e Banho,TOALHA DE ROSTO SANTISTA PINTA E BORDA AZ - UNIDADE,9.9,https://abcemcasa.vteximg.com.br/arquivos/ids/240723-1000-1000/7892949282523.jpg?v=636936306022230000
